,price_off,quantity,sku,store_address,zip_code
348,75% off,Out of Stock, 600104275 ,3705 E. South StreetLong Beach CA,90805
349,75% off,Out of Stock, 600104275 ,12701 Towne Center DrCerritos CA,90703
350,15% off,Out of Stock, 600104275 ,22015 Hawthorne BlvdTorrance CA,90503
351,15% off,Out of Stock, 600104275 ,1301 N Victory PlBurbank CA,91502
352,75% off,In Stock, 600104275 ,2100 N Long Beach BlvdCompton CA,90221
353,75% off,In Stock, 600104275 ,14501 Lakewood BlvdParamount CA,90723
354,75% off,In Stock, 600104275 ,13310 Telegraph RdSanta Fe Springs CA,90670
355,15% off,In Stock, 600104275 ,9001 Apollo WayDowney CA,90242
356,15% off,In Stock, 600104275 ,8500 Washington BlvdPico Rivera CA,90660
357,15% off,In Stock, 600104275 ,19503 Normandie AveTorrance CA,90501
358,15% off,In Stock, 600104275 ,1827 Walnut Grove AveRosemead CA,91770
359,15% off,Limited Stock, 600104275 ,2770 Carson StLakewood CA,90712
360,15% off,In Stock, 600104275 ,7250 Carson BlvdLong Beach CA,90808
361,75% off,Out of Stock, 600104275 ,4651 Firestone BlvdSouth Gate CA,90280
362,75% off,Out of Stock, 600104275 ,3705 E. South StreetLong Beach CA,90805
363,75% off,Out of Stock, 600104275 ,12701 Towne Center DrCerritos CA,90703
364,15% off,Out of Stock, 600104275 ,22015 Hawthorne BlvdTorrance CA,90503
365,15% off,Out of Stock, 600104275 ,1301 N Victory PlBurbank CA,91502
366,75% off,In Stock, 600104275 ,2100 N Long Beach BlvdCompton CA,90221
367,75% off,In Stock, 600104275 ,14501 Lakewood BlvdParamount CA,90723
368,75% off,In Stock, 600104275 ,13310 Telegraph RdSanta Fe Springs CA,90670
369,15% off,In Stock, 600104275 ,9001 Apollo WayDowney CA,90242
370,15% off,In Stock, 600104275 ,8500 Washington BlvdPico Rivera CA,90660
371,15% off,In Stock, 600104275 ,19503 Normandie AveTorrance CA,90501
372,15% off,In Stock, 600104275 ,1827 Walnut Grove AveRosemead CA,91770
373,15% off,Limited Stock, 600104275 ,2770 Carson StLakewood CA,90712
374,15% off,In Stock, 600104275 ,7250 Carson BlvdLong Beach CA,90808
375,75% off,Out of Stock, 600104275 ,4651 Firestone BlvdSouth Gate CA,90280
376,75% off,Out of Stock, 600104275 ,3705 E. South StreetLong Beach CA,90805
377,75% off,Out of Stock, 600104275 ,12701 Towne Center DrCerritos CA,90703
378,15% off,Out of Stock, 600104275 ,22015 Hawthorne BlvdTorrance CA,90503
379,15% off,Out of Stock, 600104275 ,1301 N Victory PlBurbank CA,91502
